Vietnamese,Anger,Disgust,Fear,Enjoyment,Sadness,Surprise,
thiển cận,0,0,0,0,0,0,0
thiện chí,0,0,0,0,0,0,0
thiên tài,0,0,0,0,0,0,0
thiện ý,0,0,0,0,0,0,0
thiệt thòi,0,0,0,0,0,0,0
thiết thực,0,0,0,0,0,0,0
thiếu bản sắc,0,0,0,0,0,0,0
thiếu cá tính,0,0,0,0,0,0,0
thiếu cân nhắc,0,0,0,0,0,0,0
thiếu cẩn thận,0,0,0,0,0,0,0
thiếu cẩn trọng,0,0,0,0,0,0,0
thiếu chuyên môn,0,0,0,0,0,0,0
thiếu hụt tài nguyên,0,0,0,0,0,0,0
thiếu khí,0,0,0,0,0,0,0
thiếu không khí,0,0,0,0,0,0,0
thiếu lịch sự,0,0,0,0,0,0,0
thiểu năng,0,0,0,0,0,0,0
thiểu năng trí tuệ,0,0,0,0,0,0,0
thiếu nhã nhặn,0,0,0,0,0,0,0
thiếu nhiệt huyết,0,0,0,0,0,0,0
thiếu nhiệt tình,0,0,0,0,0,0,0
thiếu óc phê bình,0,0,0,0,0,0,0
thiếu sức thuyết phục,0,0,0,0,0,0,0
thiếu suy nghĩ,0,0,0,0,0,0,0
thiếu tài nguyên,0,0,0,0,0,0,0
thiếu tâm huyết,0,0,0,0,0,0,0
thiếu thông minh,0,0,0,0,0,0,0
thiếu thực tế,0,0,0,0,0,0,0
thiếu tích cực,0,0,0,0,0,0,0
thiếu trải nghiệm,0,0,0,0,0,0,0
thiếu trật tự,0,0,0,0,0,0,0
thiếu trình độ,0,0,0,0,0,0,0
thiếu văn hoá,0,0,0,0,0,0,0
thiếu xem xét,0,0,0,0,0,0,0
thính giả,0,0,0,0,0,0,0
thịnh hành,0,0,0,0,0,0,0
thịnh soạn,0,0,0,0,0,0,0
thỉnh thoảng,0,0,0,0,0,0,0
thiu,0,0,0,0,0,0,0
thô,0,0,0,0,0,0,0
thô kệch,0,0,0,0,0,0,0
thô mộc,0,0,0,0,0,0,0
thơ ngây,0,0,0,1,0,0,1
thô sơ,0,0,0,0,0,0,0
thỏ thẻ,0,0,0,1,0,0,1
thỏa đáng,0,0,0,0,0,0,0
thỏa mãn,0,0,0,0,0,0,0
thỏa thuận,0,0,0,0,0,0,0
thoái chí,0,0,0,1,0,0,1
thoái hóa,0,0,0,0,0,0,0
thoăn thoắt,0,0,0,1,0,0,1
thoáng khí,0,0,0,0,0,0,0
thoát,0,0,1,0,0,0,1
thoát hiểm,0,0,0,0,0,0,0
thoát nạn,0,0,0,0,0,0,0
thối,0,0,0,0,0,0,0
thối chí,0,0,0,0,0,0,0
thổi phồng,0,0,0,0,0,0,0
thói rượu chè,0,0,0,0,0,0,0
thói xấu,0,0,0,0,0,0,0
thơm,0,0,0,1,0,0,1
thơm dịu,0,0,0,1,0,0,1
thơm ngát,0,0,0,1,0,0,1
thơm phức,0,0,0,1,0,0,1
thơm phưng phức,0,0,0,1,0,0,1
thon,0,0,0,0,0,0,0
thôn dã,0,0,0,1,0,0,1
thong thả,0,0,0,0,0,0,0
thử,0,0,0,0,0,0,0
thủ công,0,0,0,1,0,0,1
thu được,0,0,0,0,0,0,0
thù hằn,0,0,0,0,0,0,0
thu hút,0,0,0,0,0,0,0
thử thách,0,0,0,0,0,0,0
thư viện,0,0,0,0,0,0,0
thua,0,0,0,0,0,0,0
thừa mứa,0,0,0,0,0,0,0
thừa thãi,0,0,0,0,0,0,0
thuận,0,0,0,0,0,0,0
thuận tiện,0,0,0,0,0,0,0
thuần túy,0,0,0,0,0,0,0
thực sự,0,0,0,0,0,0,0
thức thời,0,0,0,0,0,0,0
thuộc về giám mục,0,0,0,0,0,0,0
thưởng,0,0,0,0,0,0,0
thương cảm,0,0,0,0,0,0,0
thượng hạng,0,0,0,0,0,0,0
thường kỳ,0,0,0,0,0,0,0
thường lệ,0,0,0,0,0,0,0
thưởng ngoạn,0,0,0,0,0,0,0
thượng võ,0,0,0,0,0,0,0
thương xót,0,0,0,0,0,0,0
thuyết trình,0,0,0,0,0,0,0
tị,0,0,0,0,0,0,0
ti tiện,0,0,0,0,0,0,0
tích hợp,0,0,0,0,0,0,0
tiệc chiêu đãi,0,0,0,0,0,0,0
tiềm ẩn,0,0,0,0,0,0,0
tiềm tàng,0,0,0,0,0,0,0
tiến hóa,0,0,0,0,0,0,0
tiện lợi,0,0,0,0,0,0,0
tiền nhiệm,0,0,0,0,0,0,0
tiên phong,0,0,0,0,0,0,0
tiến tới,0,0,0,0,0,0,0
tiếng nói rít lên,0,0,0,0,0,0,0
tiếp cận,0,0,0,0,0,0,0
tiếp nhận,0,0,0,0,0,0,0
tiếp thu,0,0,0,0,0,0,0
tiết chế,0,0,0,0,0,0,0
tiết hạnh,0,0,0,0,0,0,0
tiết kiệm,0,0,0,0,0,0,0
tiết lộ,0,0,0,0,0,0,0
tiết trinh,0,0,0,0,0,0,0
tiêu cực,0,0,0,0,0,0,0
tiều tuỵ,0,0,0,0,0,0,0
tiêu viêm,0,0,0,0,0,0,0
tìm được công ăn việc làm tốt,0,0,0,0,0,0,0
tìm ra,0,0,0,0,0,0,0
tin,0,0,0,0,0,0,0
tín đồ,0,0,0,0,0,0,0
tin đồn,0,0,0,0,0,0,0
tỉnh,0,0,0,0,0,0,0
tinh cất,0,0,0,0,0,0,0
tinh chế,0,0,0,0,0,0,0
tình cờ,0,0,0,0,0,1,1
tính dẫn,0,0,0,0,0,0,0
tính di trú,0,0,0,0,0,0,0
tính hòa nhã,0,0,0,0,0,0,0
tinh nghịch,0,0,0,1,0,0,1
tính nhã nhặn,0,0,0,0,0,0,0
tình nhân,0,0,0,0,0,0,0
tỉnh táo,0,0,0,0,0,0,0
tính toán hơn thiệt,0,0,0,0,0,0,0
tinh tướng,0,0,0,0,0,0,0
tinh tường,0,0,0,0,0,0,0
to đùng,0,0,0,0,0,1,1
to lớn,0,0,0,0,0,0,0
tổ tiên,0,0,0,0,0,0,0
toan tính,0,0,0,0,0,0,0
tối,0,0,0,0,0,0,0
tối dạ,0,0,0,0,0,0,0
tối nghĩa,0,0,0,0,0,0,0
tồi nhất,0,0,0,0,0,0,0
tồi tàn,0,0,0,0,0,0,0
tồi tệ nhất,0,0,0,0,0,0,0
tới trước,0,0,0,0,0,0,0
tởm,0,0,0,0,0,0,0
tóm tắt,0,0,0,0,0,0,0
tốn kém,0,0,0,0,0,0,0
tôn lên,0,0,0,0,0,0,0
tồn tại,0,0,0,0,0,0,0
tôn thêm,0,0,0,0,0,0,0
tông đồ,0,0,0,0,0,0,0
tốt hơn,0,0,0,0,0,0,0
tốt nhất,0,0,0,0,0,0,0
tốt số,0,0,0,0,0,0,0
trả ơn,0,0,0,0,0,0,0
trái lại,0,0,0,0,0,0,0
trái lẽ,0,0,0,0,0,0,0
trái nghịch,0,0,0,0,0,0,0
trái ngược,0,0,0,0,0,0,0
trái với hiến pháp,0,0,0,0,0,0,0
trái với phong tục,0,0,0,0,0,0,0
trái với tập tục,0,0,0,0,0,0,0
trầm ngâm,0,0,0,0,0,0,0
trầm tư,0,0,0,0,1,0,1
trang bị,0,0,0,0,0,0,0
trang nghiêm,0,0,0,0,0,0,0
trang trọng,0,0,0,0,0,0,0
tranh giành,0,0,0,0,0,0,0
tranh luận,0,0,0,0,0,0,0
trao,0,0,0,0,0,0,0
trật lất,0,0,0,0,0,0,0
trau chuốt,0,0,0,0,0,0,0
trau dồi,0,0,0,0,0,0,0
trẻ lại,0,0,0,0,0,0,0
trễ nải,0,0,0,0,0,0,0
trẻ nhỏ,0,0,0,0,0,0,0
trễ tràng,0,0,0,0,0,0,0
trên giấy tờ,0,0,0,0,0,0,0
trên hết,0,0,0,0,0,0,0
trì hoãn,0,0,0,0,0,0,0
tri thức,0,0,0,0,0,0,0
trí tuệ,0,0,0,0,0,0,0
trinh bạch,0,0,0,0,0,0,0
trìu mến,0,0,0,0,0,0,0
tro,0,0,0,0,0,0,0
trợ cấp,0,0,0,0,0,0,0
trội,0,0,0,0,0,0,0
trốn,0,0,0,0,0,0,0
trơn,0,0,0,0,0,0,0
trọn vẹn,0,0,0,0,0,0,0
trống không,0,0,0,0,0,0,0
trong lành,0,0,0,0,0,0,0
trong ra,0,0,0,0,0,0,0
trong suốt,0,0,0,0,0,0,0
trọng tài,0,0,0,0,0,0,0
trong trắng,0,0,0,0,0,0,0
trong trẻo,0,0,0,0,0,0,0
trong tương lai,0,0,0,0,0,0,0
trong vắt,0,0,0,0,0,0,0
trong veo,0,0,0,0,0,0,0
trọng yếu,0,0,0,0,0,0,0
trừ,0,0,0,0,0,0,0
trứ danh,0,0,0,0,0,0,0
trừng phạt,0,0,0,0,0,0,0
trường chuyên nghiệp,0,0,0,0,0,0,0
truy tìm,0,0,0,0,0,0,0
truyền bá,0,0,0,0,0,0,0
truyền cảm hứng,0,0,0,0,0,0,0
tư bản,0,0,0,0,0,0,0
tự cao,0,0,0,0,0,0,0
từ chối,0,0,0,0,0,0,0
tự cuồng,0,0,0,0,0,0,0
tự huyễn hoặc,0,0,0,0,0,0,0
tự kiêu,0,0,0,0,0,0,0
tự mãn,0,0,0,0,0,0,0
tự mê,0,0,0,0,0,0,0
tự nguyện,0,0,0,0,0,0,0
tự phụ,0,0,0,0,0,0,0
tự sướng,0,0,0,0,0,0,0
từ từ,0,0,0,0,0,0,0
tù túng,0,0,0,0,0,0,0
từ vựng,0,0,0,0,0,0,0
tuân theo,0,0,0,0,0,0,0
từng li từng tí,0,0,0,0,0,0,0
tương hợp,0,0,0,0,0,0,0
tuỳ hứng,0,0,0,1,0,0,1
tuyên bố,0,0,0,0,0,0,0
tuyệt đối,0,0,0,0,0,0,0
ủ ê,0,0,0,0,1,0,1
u nang,0,1,0,0,0,0,1
ung dung,0,0,0,0,0,0,0
ủng hộ,0,0,0,0,0,0,0
uốn nắn,0,0,0,0,0,0,0
uống thuốc,0,0,0,0,1,0,1
ướt,0,0,0,0,0,0,0
ướt át,0,0,0,0,0,0,0
Ưu điểm,0,0,0,0,0,0,0
uy nghi,0,0,0,0,0,0,0
uy quyền,0,0,0,0,0,0,0
ủy quyền,0,0,0,0,0,0,0
uy thế,0,0,0,0,0,0,0
uyên bác,0,0,0,0,0,0,0
uyên thâm,0,0,0,0,0,0,0
vắc-xin,0,0,0,0,0,0,0
văn hoá,0,0,0,0,0,0,0
vạn năng,0,0,0,0,0,0,0
vang lại,0,0,0,1,0,0,1
vật để lại,0,0,0,0,0,0,0
vắt mũi đút miệng,0,0,0,0,0,0,0
vất vả,0,0,0,0,0,0,0
vênh vang,0,0,0,0,0,0,0
vĩ cuồng,0,0,0,0,0,0,0
vi phân,0,0,0,0,0,0,0
vị tha,0,0,0,0,0,0,0
việc chán ngắt,0,0,0,0,0,0,0
viện trợ,0,0,0,0,0,0,0
viển vông,0,0,0,0,0,0,0
vỡ,0,0,0,0,0,0,0
vô bổ,0,0,0,0,0,0,0
vô cảm,0,0,0,0,0,0,0
vô căn cứ,0,0,0,0,0,0,0
vô danh,0,0,0,0,0,0,0
vô dụng,0,0,0,0,0,0,0
vô hình,0,0,0,0,0,0,0
vô học,0,0,0,0,0,0,0
vô ích,0,0,0,0,0,0,0
vô lo vô nghĩ,0,0,0,0,0,0,0
vô lương,0,0,0,0,0,0,0
vô lý,0,0,0,0,0,0,0
vô song,0,0,0,0,0,0,0
vô thưởng vô phạt,0,0,0,0,0,0,0
vô tổ chức,0,0,0,0,0,0,0
vô tội,0,0,0,0,0,0,0
vô tư lự,0,0,0,1,0,0,1
vô ý,0,0,0,0,0,0,0
vô ý thức,0,0,0,0,0,0,0
vội vàng,0,0,0,0,0,0,0
vòng vo,0,0,0,0,0,0,0
vũ lực,1,0,0,0,0,0,1
vu vơ,0,0,0,0,0,0,0
vừa hơn,0,0,0,0,0,0,0
vừa lòng,0,0,0,0,0,0,0
vừa phải,0,0,0,0,0,0,0
vừa rồi,0,0,0,0,0,0,0
vui tính,0,0,0,0,0,0,0
vụn vặt,0,0,0,0,0,0,0
vụng,0,0,0,0,0,0,0
vững,0,0,0,0,0,0,0
vững chãi,0,0,0,0,0,0,0
vũng lầy,0,0,0,0,0,0,0
vững lòng,0,0,0,0,0,0,0
vượt,0,0,0,0,0,0,0
vượt lên,0,0,0,0,0,0,0
vượt lên hẳn,0,0,0,0,0,0,0
vứt bỏ,0,0,0,0,0,0,0
xa lắc,0,0,0,0,0,0,0
xa lắc lơ,0,0,0,0,0,0,0
xa lắc xa lơ,0,0,0,0,0,0,0
xa rời,0,0,0,0,0,0,0
xa rời sự thật,0,0,0,0,0,0,0
xa tắp,0,0,0,0,0,0,0
xa tít,0,0,0,0,0,0,0
xa tít tắp,0,0,0,0,0,0,0
xa tít xa tắp,0,0,0,0,0,0,0
xá tội,0,0,0,0,0,0,0
xa xôi,0,0,0,0,0,0,0
xác định,0,0,0,0,0,0,0
xác thịt,0,0,0,0,0,0,0
xấc xược,0,0,0,0,0,0,0
xâm chiếm,0,0,0,0,0,0,0
xảo quyệt,0,0,0,0,0,0,0
xấu nhất,0,0,0,0,0,0,0
xảy đến,0,0,0,0,0,0,0
xây dựng,0,0,0,0,0,0,0
xe thiết giáp,0,0,1,0,0,0,1
xem lại,0,0,0,0,0,0,0
xiềng xích,0,0,0,0,0,0,0
xiêu lòng,0,0,0,0,0,0,0
xoa dịu,0,0,0,0,0,0,0
xộc xệch,0,0,0,0,0,0,0
xong,0,0,0,0,0,0,0
xù xì,0,0,0,0,0,0,0
xui xẻo,0,0,0,0,0,0,0
xung khắc,0,0,0,0,0,0,0
xuyên qua,0,0,0,0,0,0,0
ý nghĩa,0,0,0,0,0,0,0
ý thức,0,0,0,0,0,0,0
yên tâm,0,0,0,0,0,0,0
yếu,0,0,0,0,0,0,0
yếu bóng vía,0,0,1,0,0,0,1
yêu đời,0,0,0,1,0,0,1
yếu hèn,0,0,0,0,0,0,0
yêu kiều,0,0,0,0,0,0,0
yếu ớt,0,0,0,0,0,0,0
yêu sách,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0
(của) tháng này,0,0,0,0,0,0,0
(thuộc) môn phái,0,0,0,0,0,0,0
ấm,0,0,0,0,0,0,0
ẩm,0,0,0,0,0,0,0
âm bass,0,0,0,0,0,0,0
âm cao,0,0,0,0,0,0,0
ảm đảm,0,0,0,0,0,0,0
ấm nóng,0,0,0,0,0,0,0
ẩm thấp,0,0,0,0,0,0,0
âm tiết,0,0,0,0,0,0,0
âm xát,0,0,0,0,0,0,0
ăn,0,0,0,0,0,0,0
ăn chơi,0,0,0,0,0,0,0
ăn cỏ,0,0,0,0,0,0,0
ẩn dụ,0,0,0,0,0,0,0
ăn được,0,0,0,0,0,0,0
ăn lương,0,0,0,0,0,0,0
ăn mồi sống,0,0,0,0,0,0,0
ăn năn hối lỗi,0,0,0,0,0,0,0
ăn ô xi,0,0,0,0,0,0,0
ăn ôxi,0,0,0,0,0,0,0
ăn ô-xi,0,0,0,0,0,0,0
an phận,0,0,0,0,0,0,0
ăn sâu bọ,0,0,0,0,0,0,0
ắng,0,0,0,0,0,0,0
ăng-ten,0,0,0,0,0,0,0
anh em,0,0,0,0,0,0,0
ảnh hưởng,0,0,0,0,0,0,0
ảnh hưởng lẫn nhau,0,0,0,0,0,0,0
antimon,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0
ào,0,0,0,0,0,0,0
ảo,0,0,0,0,0,0,0
ao cá,0,0,0,0,0,0,0
áo cánh,0,0,0,0,0,0,0
áo chiến,0,0,0,0,0,0,0
áo choàng,0,0,0,0,0,0,0
áo cổ lọ,0,0,0,0,0,0,0
áo dài,0,0,0,0,0,0,0
áo gi lê,0,0,0,0,0,0,0
áo gối,0,0,0,0,0,0,0
áo khoác,0,0,0,0,0,0,0
áo len,0,0,0,0,0,0,0
áo lót,0,0,0,0,0,0,0
áo mưa,0,0,0,0,0,0,0
áo ngủ,0,0,0,0,0,0,0
áo nịt,0,0,0,0,0,0,0
áo nịt len,0,0,0,0,0,0,0
áo nịt ngực,0,0,0,0,0,0,0
áo sơ mi,0,0,0,0,0,0,0
áo yếm,0,0,0,0,0,0,0
áp đặt,0,0,0,0,0,0,0
áp dụng,0,0,0,0,0,0,0
áp phích,0,0,0,0,0,0,0
ấp trứng,0,0,0,0,0,0,0
atisô,0,0,0,0,0,0,0
ba,0,0,0,0,0,0,0
bà,0,0,0,0,0,0,0
ba chiều,0,0,0,0,0,0,0
bá chủ,0,0,0,0,0,0,0
bà già,0,0,0,0,0,0,0
ba góc,0,0,0,0,0,0,0
ba lần,0,0,0,0,0,0,0
ba láp,0,0,0,0,0,0,0
ba lỗ,0,0,0,0,0,0,0
bà nội trợ,0,0,0,0,0,0,0
bà tiên,0,0,0,0,0,0,0
bấc,0,0,0,0,0,0,0
bắc,0,0,0,0,0,0,0
bạc đầu,0,0,0,0,0,0,0
bạc màu,0,0,0,0,0,0,0
bậc nhất,0,0,0,0,0,0,0
bác sĩ phẫu thuật,0,0,0,0,0,0,0
bác sĩ thú y,0,0,0,0,0,0,0
bạc tóc,0,0,0,0,0,0,0
bậc trung,0,0,0,0,0,0,0
bạch,0,0,0,0,0,0,0
bạch hoa,0,0,0,0,0,0,0
bạch ngọc,0,0,0,0,0,0,0
bách thú,0,0,0,0,0,0,0
bãi,0,0,0,0,0,0,0
bại,0,0,0,0,0,0,0
bài báo,0,0,0,0,0,0,0
bài báo cáo,0,0,0,0,0,0,0
bãi cát ngầm,0,0,0,0,0,0,0
bài dạy buồn tẻ,0,0,0,0,0,0,0
bài giải,0,0,0,0,0,0,0
bài giảng,0,0,0,0,0,0,0
bài hát,0,0,0,0,0,0,0
bài hát ru con,0,0,0,0,0,0,0
bài quốc ca,0,0,0,0,0,0,0
bài tập,0,0,0,0,0,0,0
bài thơ ngắn để hát,0,0,0,0,0,0,0
bài văn,0,0,0,0,0,0,0
bám chặt,0,0,0,0,0,0,0
bám dính,0,0,0,0,0,0,0
bẫm sinh,0,0,0,0,0,0,0
bẩm sinh,0,0,0,0,0,0,0
bám vào,0,0,0,0,0,0,0
bán,0,0,0,0,0,0,0
bàn,0,0,0,0,0,0,0
bắn,0,0,0,0,0,0,0
bận,0,0,0,0,0,0,0
bán cầu,0,0,0,0,0,0,0
bàn chân,0,0,0,0,0,0,0
bản chất,0,0,0,0,0,0,0
ban cho,0,0,0,0,0,0,0
ban công,0,0,0,0,0,0,0
bán công,0,0,0,0,0,0,0
bạn cùng lớp,0,0,0,0,0,0,0
bán dẫn,0,0,0,0,0,0,0
bán đảo,0,0,0,0,0,0,0
ban đầu,0,0,0,0,0,0,0
bản địa,0,0,0,0,0,0,0
bản đồ,0,0,0,0,0,0,0
bạn đồng nghiệp,0,0,0,0,0,0,0
bàn ghế thừa tự,0,0,0,0,0,0,0
ban hành,0,0,0,0,0,0,0
bán lẻ,0,0,0,0,0,0,0
bản lề,0,0,0,0,0,0,0
bản năng,0,0,0,0,0,0,0
bản ngã,0,0,0,0,0,0,0
ban ngày,0,0,0,0,0,0,0
bản nhạc,0,0,0,0,0,0,0
bắn pháo hoa,0,0,0,0,0,0,0
bận rộn,0,0,0,0,0,0,0
bán rong,0,0,0,0,0,0,0
bán tạp hóa,0,0,0,0,0,0,0
bản thể học,0,0,0,0,0,0,0
bẩn thỉu,0,0,0,0,0,0,0
bàn thờ,0,0,0,0,0,0,0
bán thời gian,0,0,0,0,0,0,0
bản văn,0,0,0,0,0,0,0
bản vẽ,0,0,0,0,0,0,0
bản viết tay,0,0,0,0,0,0,0
bản xứ,0,0,0,0,0,0,0
bằng,0,0,0,0,0,0,0
bằng ba lần,0,0,0,0,0,0,0
bằng bạc,0,0,0,0,0,0,0
bảng báo giá,0,0,0,0,0,0,0
băng bó,0,0,0,0,0,0,0
bảng chữ cái,0,0,0,0,0,0,0
bằng chứng,0,0,0,0,0,0,0
bảng đen,0,0,0,0,0,0,0
bảng điều khiển,0,0,0,0,0,0,0
bằng đồng,0,0,0,0,0,0,0
bằng gỗ,0,0,0,0,0,0,0
băng hà,0,0,0,0,0,0,0
bằng hai lần,0,0,0,0,0,0,0
bằng hàng,0,0,0,0,0,0,0
bàng hoàng,0,0,0,0,0,0,0
bang hội,0,0,0,0,0,0,0
bằng lời,0,0,0,0,0,0,0
bằng lời nói,0,0,0,0,0,0,0
bằng miệng,0,0,0,0,0,0,0
bằng mười lần,0,0,0,0,0,0,0
bằng nhạc cụ,0,0,0,0,0,0,0
bằng nhạc khí,0,0,0,0,0,0,0
bằng nhau,0,0,0,0,0,0,0
bằng phẳng,0,0,0,0,0,0,0
bâng quơ,0,0,0,0,0,0,0
bằng sừng,0,0,0,0,0,0,0
bằng tay,0,0,0,0,0,0,0
bằng tiền,0,0,0,0,0,0,0
bằng vai,0,0,0,0,0,0,0
bằng văn bản,0,0,0,0,0,0,0
bánh,0,0,0,0,0,0,0
bảnh,0,0,0,0,0,0,0
bánh gừng,0,0,0,0,0,0,0
bánh kếp,0,0,0,0,0,0,0
bánh lái,0,0,0,0,0,0,0
bánh mì,0,0,0,0,0,0,0
bánh ngọt,0,0,0,0,0,0,0
bánh rán,0,0,0,0,0,0,0
bành trướng,0,0,0,0,0,0,0
bánh vi sai,0,0,0,0,0,0,0
bánh xe,0,0,0,0,0,0,0
bao,0,0,0,0,0,0,0
bạo,0,0,0,0,0,0,0
bao dung,0,0,0,0,0,0,0
bao gồm toàn diện,0,0,0,0,0,0,0
bao gộp,0,0,0,0,0,0,0
bao hàm,0,0,0,0,0,0,0
bao hàm toàn diện,0,0,0,0,0,0,0
bảo hiểm,0,0,0,0,0,0,0
bão hoà,0,0,0,0,0,0,0
bao la,0,0,0,0,0,0,0
bao phủ,0,0,0,0,0,0,0
bao quanh,0,0,0,0,0,0,0
bao quát,0,0,0,0,0,0,0
bảo tàng,0,0,0,0,0,0,0
bảo toàn nhiệt,0,0,0,0,0,0,0
bảo trợ,0,0,0,0,0,0,0
bất bạo động,0,0,0,0,0,0,0
bất bình thường,0,0,0,0,0,0,0
bắt buộc,0,0,0,0,0,0,0
bắt chéo,0,0,0,0,0,0,0
bất chính,0,0,0,0,0,0,0
bắt đầu,0,0,0,0,0,0,0
bắt đầu xế chiều,0,0,0,0,0,0,0
bất di bất dịch,0,0,0,0,0,0,0
bất diệt,0,0,0,0,0,0,0
bất định,0,0,0,0,0,0,0
bất khả xâm phạm,0,0,0,0,0,0,0
bát ngát,0,0,0,0,0,0,0
bắt nhặt,0,0,0,0,0,0,0
bất quy tắc,0,0,0,0,0,0,0
bắt tai,0,0,0,0,0,0,0
bất trắc,0,0,0,0,0,0,0
bầu bĩnh,0,0,0,0,0,0,0
bảy,0,0,0,0,0,0,0
bẩy,0,0,0,0,0,0,0
bấy giờ,0,0,0,0,0,0,0
bày tỏ sự kính cẩn,0,0,0,0,0,0,0
bày tỏ sự kính trọng,0,0,0,0,0,0,0
ba-zơ,0,0,0,0,0,0,0
bé,0,0,0,0,0,0,0
be bé,0,0,0,0,0,0,0
bè bè,0,0,0,0,0,0,0
bể bơi,0,0,0,0,0,0,0
bẻ cong,0,0,0,0,0,0,0
bé dần,0,0,0,0,0,0,0
bẻ đôi,0,0,0,0,0,0,0
bè lũ,0,0,0,0,0,0,0
bề mặt,0,0,0,0,0,0,0
bề ngang,0,0,0,0,0,0,0
bề ngoài,0,0,0,0,0,0,0
bé nhỏ,0,0,0,0,0,0,0
bể nuôi cá,0,0,0,0,0,0,0
bề rộng,0,0,0,0,0,0,0
bé thơ,0,0,0,0,0,0,0
bé tí,0,0,0,0,0,0,0
bé tị,0,0,0,0,0,0,0
bên,0,0,0,0,0,0,0
bên cạnh,0,0,0,0,0,0,0
bên dưới,0,0,0,0,0,0,0
bên kia,0,0,0,0,0,0,0
bên kia Đại Tây Dương,0,0,0,0,0,0,0
bên lề,0,0,0,0,0,0,0
bẽn lẽn,0,0,0,0,0,0,0
bên mép,0,0,0,0,0,0,0
bên ngoài,0,0,0,0,0,0,0
bên phải,0,0,0,0,0,0,0
bên rìa,0,0,0,0,0,0,0
bên trái,0,0,0,0,0,0,0
bên trên,0,0,0,0,0,0,0
bên trong,0,0,0,0,0,0,0
benzen,0,0,0,0,0,0,0
béo đỏ,0,0,0,0,0,0,0
bét bát,0,0,0,0,0,0,0
bết bát,0,0,0,0,0,0,0
bị ảnh hưởng,0,0,0,0,0,0,0
bị bại sản,0,0,0,0,0,0,0
bị bỏ,0,0,0,0,0,0,0
bị bổ,0,0,0,0,0,0,0
bị bỏ bùa,0,0,0,0,0,0,0
bị cai trị,0,0,0,0,0,0,0
bị cạn,0,0,0,0,0,0,0
bị cản trở,0,0,0,0,0,0,0
bị cắt,0,0,0,0,0,0,0
bị che khuất,0,0,0,0,0,0,0
bị che lại,0,0,0,0,0,0,0
bị chiếm,0,0,0,0,0,0,0
bị chiếm đóng,0,0,0,0,0,0,0
bị chinh phục,0,0,0,0,0,0,0
bị cưa ngắn,0,0,0,0,0,0,0
bị đánh thuế,0,0,0,0,0,0,0
bị đè nặng,0,0,0,0,0,0,0
bị gói,0,0,0,0,0,0,0
bị gói lại,0,0,0,0,0,0,0
bị kích động,0,0,0,0,0,0,0
bị làm nhỏ tiếng lại,0,0,0,0,0,0,0
bị nén,0,0,0,0,0,0,0
bị ngăn cấm,0,0,0,0,0,0,0
bị ngăn chặn,0,0,0,0,0,0,0
bị nghẽn,0,0,0,0,0,0,0
bị phủ,0,0,0,0,0,0,0
bị rút hết,0,0,0,0,0,0,0
bị suy dinh dưỡng,0,0,0,0,0,0,0
bị tắc nghẽn,0,0,0,0,0,0,0
bị tách ra,0,0,0,0,0,0,0
bị thất lạc,0,0,0,0,0,0,0
"bị thống trị,",0,0,0,0,0,0,0
bị trị,0,0,0,0,0,0,0
bị trị vì,0,0,0,0,0,0,0
bị trùm,0,0,0,0,0,0,0
bị trùm lại,0,0,0,0,0,0,0
bí truyền,0,0,0,0,0,0,0
bị ướt,0,0,0,0,0,0,0
bị xẻ,0,0,0,0,0,0,0
bida,0,0,0,0,0,0,0
biên,0,0,0,0,0,0,0
biến,0,0,0,0,0,0,0
biến động,0,0,0,0,0,0,0
biên giới,0,0,0,0,0,0,0
biến hóa,0,0,0,0,0,0,0
biên tập,0,0,0,0,0,0,0
biến thái,0,0,0,0,0,0,0
biến tính,0,0,0,0,0,0,0
biết chắc,0,0,0,0,0,0,0
biết chữ,0,0,0,0,0,0,0
biết dự phòng,0,0,0,0,0,0,0
biết kiềm chế,0,0,0,0,0,0,0
biết lo trước,0,0,0,0,0,0,0
biết nghe lời,0,0,0,0,0,0,0
biết phân biệt,0,0,0,0,0,0,0
biết suy xét,0,0,0,0,0,0,0
biết vâng lời,0,0,0,0,0,0,0
biểu cảm,0,0,0,0,0,0,0
biểu tượng,0,0,0,0,0,0,0
bình an vô sự,0,0,0,0,0,0,0
bình dân,0,0,0,0,0,0,0
binh giáp,0,0,0,0,0,0,0
bình lặng,0,0,0,0,0,0,0
bình luận,0,0,0,0,0,0,0
bình ổn,0,0,0,0,0,0,0
bình quân,0,0,0,0,0,0,0
bình thường,0,0,0,0,0,0,0
bitum,0,0,0,0,0,0,0
bổ,0,0,0,0,0,0,0
bộ ba,0,0,0,0,0,0,0
bỏ bớt,0,0,0,0,0,0,0
bọ cánh cứng,0,0,0,0,0,0,0
bỏ đạo,0,0,0,0,0,0,0
bỏ dép ra,0,0,0,0,0,0,0
bộ đồng phục,0,0,0,0,0,0,0
bổ dưỡng,0,0,0,0,0,0,0
bỏ ngỏ,0,0,0,0,0,0,0
bộ phận,0,0,0,0,0,0,0
bò rừng,0,0,0,0,0,0,0
bó sát,0,0,0,0,0,0,0
